utterance,Utterance Token,RNN Sentiment
"could u ask an agent if i could notify payment problewms, please?","['could', 'u', 'ask', 'agent', 'could', 'notifi', 'payment', 'problewm', 'pleas']",Positive
ask an agent how to inform of an issue with my payment,"['ask', 'agent', 'inform', 'issu', 'payment']",Positive
ask an agent how i can solve payment issues,"['ask', 'agent', 'solv', 'payment', 'issu']",Positive
where can I inform of issues with my payment?,"['inform', 'issu', 'payment']",Positive
"I have a problem when trying to pay for my online order, can I report it?","['problem', 'tri', 'pay', 'onlin', 'order', 'report']",Positive
how do I inform of a payment problem?,"['inform', 'payment', 'problem']",Positive
"can u ask an agent how i could notify a payment problem, please?","['u', 'ask', 'agent', 'could', 'notifi', 'payment', 'problem', 'pleas']",Positive
"i have an issue paying, how do i inform of it?","['issu', 'pay', 'inform']",Negative
ask an agent to notify problems making a payment,"['ask', 'agent', 'notifi', 'problem', 'make', 'payment']",Positive
"I have an issue when trying to pay with card, I need help informing of it","['issu', 'tri', 'pay', 'card', 'need', 'help', 'inform']",Neutral
"please, could you ask an agent if I can inform of issues making a payment?","['pleas', 'could', 'ask', 'agent', 'inform', 'issu', 'make', 'payment']",Neutral
"i have a problem making a payment, what do i have to do to inform of it?","['problem', 'make', 'payment', 'inform']",Positive
can u ask an agent to notify a fucking problem with my payment ?,"['u', 'ask', 'agent', 'notifi', 'fuck', 'problem', 'payment']",Positive
"I have an issue when trying to pay, what should I do to report it?","['issu', 'tri', 'pay', 'report']",Positive
"I have an issue when trying to make a payment, what should I do to report it?","['issu', 'tri', 'make', 'payment', 'report']",Neutral
"I got an error message when I attempted to make a payment, but I was charged anyway, what do I have to do to inform of it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'inform']",Positive
I get an error message when I try to make a payment for my order,"['get', 'error', 'messag', 'tri', 'make', 'payment', 'order']",Neutral
"ask an agent if I could report a fucking issue with my payment, please","['ask', 'agent', 'could', 'report', 'fuck', 'issu', 'payment', 'pleas']",Positive
help me inform of a problem making a payment,"['help', 'inform', 'problem', 'make', 'payment']",Positive
"an error message pops when I attempt topay for my online order, what do I have to do?","['error', 'messag', 'pop', 'attempt', 'topay', 'onlin', 'order']",Positive
"I have an issue making a payment, I need help notifying it","['issu', 'make', 'payment', 'need', 'help', 'notifi']",Negative
"an error message pops when I attempt to make a payment for my online order, what can I do?","['error', 'messag', 'pop', 'attempt', 'make', 'payment', 'onlin', 'order']",Positive
where can I report problems making a payment?,"['report', 'problem', 'make', 'payment']",Positive
"I got an error when I attempted to pay, but my card was charged anyway, how do I notify it?","['got', 'error', 'attempt', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive
how can I solve payment issues?,"['solv', 'payment', 'issu']",Negative
can i inform of an issue paying?,"['inform', 'issu', 'pay']",Negative
could you ask an agent if I could inform of a fucking issue with my payment?,"['could', 'ask', 'agent', 'could', 'inform', 'fuck', 'issu', 'payment']",Positive
where to inform of fucking issues paying,"['inform', 'fuck', 'issu', 'pay']",Negative
"I have a problem paying with card, how can I notify it?","['problem', 'pay', 'card', 'notifi']",Positive
"I have a problem paying for my order, can you notify it?","['problem', 'pay', 'order', 'notifi']",Negative
"i have a problem paying with card, can i notify it?","['problem', 'pay', 'card', 'notifi']",Positive
"I got an error when I attempted to make a payment, but my card was charged anyway, I need help reporting it","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'need', 'help', 'report']",Positive
"I got an error when I attemptedto pay, but my card was charged anyway and I want to inform of it","['got', 'error', 'attemptedto', 'pay', 'card', 'charg', 'anyway', 'want', 'inform']",Positive
"please, can u ask an agent how to report a fucking problem paying?","['pleas', 'u', 'ask', 'agent', 'report', 'fuck', 'problem', 'pay']",Positive
"please, can you ask an agent how to report issues with my payment?","['pleas', 'ask', 'agent', 'report', 'issu', 'payment']",Positive
I want to notify a pamyent issue,"['want', 'notifi', 'pamyent', 'issu']",Neutral
i have an issue when trying to make a payment with card and i want to report it,"['issu', 'tri', 'make', 'payment', 'card', 'want', 'report']",Neutral
"I got an error message when I tried to pay, but I was charged anyway, can you inform of it?","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'inform']",Positive
"I got an error message when I tried to make a payment, but my card was charged anyway and I want to report it","['got', 'error', 'messag', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'want', 'report']",Neutral
"I haev a problem paying with card, what can I do?","['haev', 'problem', 'pay', 'card']",Positive
"i have an issue paying, i need help informing of it","['issu', 'pay', 'need', 'help', 'inform']",Positive
"I want to notify a problem making a payment, what do I have to do?","['want', 'notifi', 'problem', 'make', 'payment']",Neutral
"I have an issue when trying to make a payment with card, report it","['issu', 'tri', 'make', 'payment', 'card', 'report']",Neutral
"I get an error when I attempt to make a payment with card, can you help me?","['get', 'error', 'attempt', 'make', 'payment', 'card', 'help']",Positive
"i have a problem when trying to make a payment, can u nnotify it?","['problem', 'tri', 'make', 'payment', 'u', 'nnotifi']",Neutral
how to solve issues making a payment,"['solv', 'issu', 'make', 'payment']",Positive
can u ask an agent if i can notify an issue with my payment?,"['u', 'ask', 'agent', 'notifi', 'issu', 'payment']",Positive
"i got an error message when i attempted to pay, but i was charged anyway, report it","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'report']",Positive
could you ask an agent to solve a problem paying?,"['could', 'ask', 'agent', 'solv', 'problem', 'pay']",Positive
"I got an error when I tried to pay, but I was charged anyway, how  do I inform of it?","['got', 'error', 'tri', 'pay', 'charg', 'anyway', 'inform']",Positive
i want to inform of issues making a payment,"['want', 'inform', 'issu', 'make', 'payment']",Neutral
"I get an error message when I try to make a payment for my online order, what can I do?","['get', 'error', 'messag', 'tri', 'make', 'payment', 'onlin', 'order']",Positive
"I have an issue when trying to pay for my online order, I need help reporting it","['issu', 'tri', 'pay', 'onlin', 'order', 'need', 'help', 'report']",Negative
"I got an error when I attempted to pay, but I was charged anyway, how do I notify it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive
can I report problems paying?,"['report', 'problem', 'pay']",Positive
"I got a error message when I attempted to pay, but my card was charged anyway, what do I have to do?","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway']",Positive
"ask an agent if I could report issues making a payment, please","['ask', 'agent', 'could', 'report', 'issu', 'make', 'payment', 'pleas']",Neutral
can I report issues maiing a payment?,"['report', 'issu', 'mai', 'payment']",Positive
I want to inform of a problem making a payment,"['want', 'inform', 'problem', 'make', 'payment']",Neutral
help me solve problems with my payment,"['help', 'solv', 'problem', 'payment']",Positive
"I want to notify an issue making a payment, what do I have to do?","['want', 'notifi', 'issu', 'make', 'payment']",Neutral
"i have an issue when trying to pay for my order, what do i have to do to notify it?","['issu', 'tri', 'pay', 'order', 'notifi']",Positive
"I have an issue when trying to pay for my online order, can I inform of it?","['issu', 'tri', 'pay', 'onlin', 'order', 'inform']",Positive
I want to report issues with my payment,"['want', 'report', 'issu', 'payment']",Positive
"I have an issue when trying to make a payment, help me notify it","['issu', 'tri', 'make', 'payment', 'help', 'notifi']",Neutral
"I have a problem when trying to pay, how do I notify it?","['problem', 'tri', 'pay', 'notifi']",Positive
ask an agent how to inform of a problem with my payment,"['ask', 'agent', 'inform', 'problem', 'payment']",Positive
how to report problems making a payment,"['report', 'problem', 'make', 'payment']",Positive
"I got a error message when I tried to make a payment , but my card was charged anyway, I need help informing of it","['got', 'error', 'messag', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'need', 'help', 'inform']",Neutral
"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do to notify it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'notifi']",Positive
"I got an error when I attempted to pay, but my card was charged anyway, what can I do to report it?","['got', 'error', 'attempt', 'pay', 'card', 'charg', 'anyway', 'report']",Positive
"I have a problem when trying to pay with card, what should I do to inform of it?","['problem', 'tri', 'pay', 'card', 'inform']",Positive
I have a problem when trying to pay and I want to inform of it,"['problem', 'tri', 'pay', 'want', 'inform']",Positive
"please, ask an agent where I could notify a payment problem","['pleas', 'ask', 'agent', 'could', 'notifi', 'payment', 'problem']",Positive
"I got an error when I attempted to pay, but I was charged anyway, report it","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'report']",Positive
"oculd u ask an agent how i could inform of a problem making a payment, please?","['oculd', 'u', 'ask', 'agent', 'could', 'inform', 'problem', 'make', 'payment', 'pleas']",Positive
"I got an error when I attempted to make a payment, but my card was charged anyway, what should I do?","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway']",Positive
where do I inform of problems making a payment?,"['inform', 'problem', 'make', 'payment']",Positive
"i have an issue paying, what should i do?","['issu', 'pay']",Negative
"I got an error message when I attempted to make a payment, but I was charged anyway, how can I notify it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'notifi']",Positive
"I have a problem paying , help me notify it","['problem', 'pay', 'help', 'notifi']",Positive
"i got an error when i attempted to pay, but my card was charged anyway, how can i notify it?","['got', 'error', 'attempt', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive
"I have a problem paying with card, can you report it?","['problem', 'pay', 'card', 'report']",Positive
"can you ask an agent how I can solve a problem with my payment, please?","['ask', 'agent', 'solv', 'problem', 'payment', 'pleas']",Positive
