utterance,Utterance Token,RNN Sentiment,RNN Rating
"I want to solve an issue with my payment, what do I have to do?","['want', 'solv', 'issu', 'payment']",Positive,3
"please, could u ask an agent where to report problems making a payment?","['pleas', 'could', 'u', 'ask', 'agent', 'report', 'problem', 'make', 'payment']",Neutral,5
"I want to solve an issue paying, what do I have to do?","['want', 'solv', 'issu', 'pay']",Negative,1
I have an issue when trying to pay for my online order and I want to report it,"['issu', 'tri', 'pay', 'onlin', 'order', 'want', 'report']",Positive,5
"I get an error when I try to pay, what can I do?","['get', 'error', 'tri', 'pay']",Positive,5
"I got an error message when I attempted to make a payment, but I was charged anyway and I want to inform of it","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'want', 'inform']",Positive,5
"please, can you ask an agent where to notify a problem with my payment?","['pleas', 'ask', 'agent', 'notifi', 'problem', 'payment']",Positive,5
"an error message pops when I try to make a payment , what should I do?","['error', 'messag', 'pop', 'tri', 'make', 'payment']",Neutral,5
i need help informing of problems paying,"['need', 'help', 'inform', 'problem', 'pay']",Positive,4
"I have a problem paying for my order, how can I report it?","['problem', 'pay', 'order', 'report']",Positive,5
an error pops when I attempt to pay,"['error', 'pop', 'attempt', 'pay']",Positive,5
I have a problem when trying to make a payment and I want to inform of it,"['problem', 'tri', 'make', 'payment', 'want', 'inform']",Neutral,5
"i got an error when i attempted to make a payment, but my card was charged anyway, what can i do to report ikt?","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'report', 'ikt']",Positive,5
how to solve issues paying,"['solv', 'issu', 'pay']",Negative,5
"I get an error message when I attempt to pay for my online order, what should I do?","['get', 'error', 'messag', 'attempt', 'pay', 'onlin', 'order']",Positive,5
"I got an error when I tried to make a payment, but my card was charged anyway, can you report it?","['got', 'error', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'report']",Positive,5
"I gt an error message when I tried to pay, but my card was charged anyway, can you notify it?","['gt', 'error', 'messag', 'tri', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive,5
"i have a problem when trying to pay for my online order, what can i do?","['problem', 'tri', 'pay', 'onlin', 'order']",Positive,5
"my card was declined, can you help me?","['card', 'declin', 'help']",Positive,5
where do I report payment issues ?,"['report', 'payment', 'issu']",Positive,4
where do I infomr of payment issues?,"['infomr', 'payment', 'issu']",Negative,1
"an error pops when I attempt to make a payment, can you help me?","['error', 'pop', 'attempt', 'make', 'payment', 'help']",Neutral,4
"I want to solve an issue paying, what should I do?","['want', 'solv', 'issu', 'pay']",Negative,1
"I have an issue when  trying to pay and I'd like to inform of it, please","['issu', 'tri', 'pay', 'like', 'inform', 'pleas']",Positive,5
"ask an agent how i can report an issue sith my payment, please","['ask', 'agent', 'report', 'issu', 'sith', 'payment', 'pleas']",Positive,5
"ask an agent where to notify fucking issues paying, please","['ask', 'agent', 'notifi', 'fuck', 'issu', 'pay', 'pleas']",Positive,5
"I got an error when I attempted to pay, but my card was charged anyway, I need help notifying it","['got', 'error', 'attempt', 'pay', 'card', 'charg', 'anyway', 'need', 'help', 'notifi']",Positive,5
"I have a problem when trying to pay with card , what do I have to do to notify it ?","['problem', 'tri', 'pay', 'card', 'notifi']",Positive,5
"i wanna inform of a payment problem, can u help me?","['wan', 'na', 'inform', 'payment', 'problem', 'u', 'help']",Positive,4
"i have a problem paying for my order, report it","['problem', 'pay', 'order', 'report']",Positive,5
ask an agent how to notify issues paying,"['ask', 'agent', 'notifi', 'issu', 'pay']",Positive,5
can I report a payment problem?,"['report', 'payment', 'problem']",Positive,2
I want to solve issues paying,"['want', 'solv', 'issu', 'pay']",Negative,1
"I have a problem when trying to pay with card, I need help notifying it","['problem', 'tri', 'pay', 'card', 'need', 'help', 'notifi']",Neutral,5
an error message pops when I attempt to make a payment for my online order,"['error', 'messag', 'pop', 'attempt', 'make', 'payment', 'onlin', 'order']",Positive,5
"I have an issue when trying to pay for my online order, can oyu notify it?","['issu', 'tri', 'pay', 'onlin', 'order', 'oyu', 'notifi']",Positive,5
"i got an error when i atempted to make a payment, but i was charged anyway, help me report it","['got', 'error', 'atempt', 'make', 'payment', 'charg', 'anyway', 'help', 'report']",Positive,5
"i get an error message when i attempt to pay for my online order, can u help me?","['get', 'error', 'messag', 'attempt', 'pay', 'onlin', 'order', 'u', 'help']",Positive,5
"I got an error when I tried to pay, but I was charged anyway, help me notify it","['got', 'error', 'tri', 'pay', 'charg', 'anyway', 'help', 'notifi']",Positive,1
"I got an error when I attempted to pay, but I was charged anyway, what can I do to inform of it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'inform']",Positive,1
an error pops when I attempt to pay for my order,"['error', 'pop', 'attempt', 'pay', 'order']",Positive,5
"I got an error when I tried to pay, but my card was charged anyway, can I report it?","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anyway', 'report']",Positive,1
"i want to solve an issue with my payment, what do i have to do?","['want', 'solv', 'issu', 'payment']",Positive,3
"I have an issue when trying to pay for my order, help me report it","['issu', 'tri', 'pay', 'order', 'help', 'report']",Positive,1
"I didn't get a payment confirmation, what do I have to do?","['get', 'payment', 'confirm']",Positive,5
I want to inform of an issue with my payment,"['want', 'inform', 'issu', 'payment']",Positive,3
"ask an agent how I can notify an issue making a payment, please","['ask', 'agent', 'notifi', 'issu', 'make', 'payment', 'pleas']",Neutral,5
"i got an error when i attempted to make a payment, but i was charged anyway and i wanna report it","['got', 'error', 'attempt', 'make', 'payment', 'charg', 'anyway', 'wan', 'na', 'report']",Positive,5
"i have a issue making a payment with card, can u report it?","['issu', 'make', 'payment', 'card', 'u', 'report']",Positive,5
"I have an issue when trying to pay for my order, how do I inform of it?","['issu', 'tri', 'pay', 'order', 'inform']",Positive,1
an error pops when I attempt to pay for my online order,"['error', 'pop', 'attempt', 'pay', 'onlin', 'order']",Positive,5
"I get an error when I try to make a payment with card, can you help me?","['get', 'error', 'tri', 'make', 'payment', 'card', 'help']",Neutral,5
"I have an issue paying for my online order, help me notify it","['issu', 'pay', 'onlin', 'order', 'help', 'notifi']",Negative,5
how do I notify problems making a payment?,"['notifi', 'problem', 'make', 'payment']",Positive,5
"I got an error when I attempted to pay, but I was charged anyway , what can I do to report it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'report']",Positive,1
i get an error when i attempt to pay,"['get', 'error', 'attempt', 'pay']",Positive,5
"I have a problem when trying to pay, can I inform of it?","['problem', 'tri', 'pay', 'inform']",Positive,5
i get an error message when i attempt to make a payment for my online order,"['get', 'error', 'messag', 'attempt', 'make', 'payment', 'onlin', 'order']",Positive,5
"I have a problem paying for my online order, I need help reporting it","['problem', 'pay', 'onlin', 'order', 'need', 'help', 'report']",Negative,5
where do I inform of an issue with my payment?,"['inform', 'issu', 'payment']",Positive,4
"I have a problem when trying to pay with card, notify it","['problem', 'tri', 'pay', 'card', 'notifi']",Positive,5
ask an agent how to inform of an isue paying,"['ask', 'agent', 'inform', 'isu', 'pay']",Positive,5
can u ask an agent were i can inform of issues with my payment?,"['u', 'ask', 'agent', 'inform', 'issu', 'payment']",Positive,5
"I have an issue when trying to make a payment with card, how do I report it?","['issu', 'tri', 'make', 'payment', 'card', 'report']",Neutral,5
can u ask an agent how i can report fucking issueswith my payment?,"['u', 'ask', 'agent', 'report', 'fuck', 'issueswith', 'payment']",Positive,5
"I got a error message when I attempted to pay, but my card was charged anyway, can I notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive,1
"I have an issue paying, how can I notify it?","['issu', 'pay', 'notifi']",Negative,5
"i have a problem when trying to pay, inform of it","['problem', 'tri', 'pay', 'inform']",Positive,5
I have an issue when trying to pay for my online order and I want to inform of it,"['issu', 'tri', 'pay', 'onlin', 'order', 'want', 'inform']",Positive,5
"i have an issue paying, how do i report it?","['issu', 'pay', 'report']",Negative,5
"I got an error message when I tried to pay, but my card was charged anyway and I want to report it","['got', 'error', 'messag', 'tri', 'pay', 'card', 'charg', 'anyway', 'want', 'report']",Neutral,5
"I have a problem when trying to pay for my order, can you report it?","['problem', 'tri', 'pay', 'order', 'report']",Positive,5
"I got an error when I attempted to pay, but I was charged anyway, can you help me?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'help']",Positive,1
"i wanna notify a payment issue, can u help me?","['wan', 'na', 'notifi', 'payment', 'issu', 'u', 'help']",Positive,4
"I got an error message when I attempted to pay, but I was charged anyway, can you help me?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'help']",Positive,1
"the payment wont go through, what can i do?","['payment', 'wont', 'go']",Positive,5
"i got an error message when i tried to make a payment, but i was charged anyway, what do i have to do to report it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'report']",Neutral,5
can u ask an agent to solve a problem paying?,"['u', 'ask', 'agent', 'solv', 'problem', 'pay']",Positive,5
where to report a problem making a payment,"['report', 'problem', 'make', 'payment']",Positive,5
"I get an error message when I attempt to make a payment for my order, can you help me?","['get', 'error', 'messag', 'attempt', 'make', 'payment', 'order', 'help']",Neutral,5
can I report issues with my payment?,"['report', 'issu', 'payment']",Positive,4
I have a problem paying for my order and I want to notify it,"['problem', 'pay', 'order', 'want', 'notifi']",Negative,5
"lpaese, could you ask an agent where to notify issues paying?","['lpaes', 'could', 'ask', 'agent', 'notifi', 'issu', 'pay']",Negative,5
"I got no payment validation, what should I do?","['got', 'payment', 'valid']",Positive,1
where can I report a payment issue?,"['report', 'payment', 'issu']",Positive,4
"I have an issue paying, inform of it","['issu', 'pay', 'inform']",Negative,5
"an error message pops when I attempt to make a payment with card, what can I do?","['error', 'messag', 'pop', 'attempt', 'make', 'payment', 'card']",Neutral,5
"I get an error when I try to make a payment for my online order, what do I have to do?","['get', 'error', 'tri', 'make', 'payment', 'onlin', 'order']",Positive,5
"I have a problem when trying to pay for my order, what do I have to do to inform of it?","['problem', 'tri', 'pay', 'order', 'inform']",Positive,5
I yave an issue when trying to make a payment with card and I want to notify it,"['yave', 'issu', 'tri', 'make', 'payment', 'card', 'want', 'notifi']",Neutral,5
I have an issue paying,"['issu', 'pay']",Negative,5
an error message pops when I try to pay with card,"['error', 'messag', 'pop', 'tri', 'pay', 'card']",Positive,5
